Id,Lot Frontage,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,SalePrice,Exterior 1st_VinylSd,Lot Config_CulDSac
844,78.0,679.0,1490.0,1501,1501,577.0,204000,1,0
901,70.0,546.0,1150.0,1560,1560,313.0,103500,0,0
2195,60.0,256.0,1440.0,1440,3395,0.0,200000,1,0
2081,60.0,453.0,864.0,864,864,399.0,118000,0,0
2774,70.0,1400.0,1525.0,1525,1525,541.0,235000,1,0
2573,70.0,803.0,1106.0,1190,1190,540.0,132500,0,0
1793,75.0,0.0,1302.0,1302,1830,859.0,221300,1,0
882,63.0,20.0,1500.0,1500,1500,570.0,190000,1,0
2791,69.05520046484602,456.0,826.0,878,1762,591.0,222000,1,0
297,100.0,1406.0,1902.0,1902,1902,567.0,335000,0,0
509,78.0,0.0,1614.0,1658,1658,726.0,257500,1,0
1115,75.0,0.0,1498.0,1506,1506,592.0,264132,1,0
773,65.0,450.0,864.0,899,899,288.0,130000,0,0
732,50.0,0.0,297.0,1001,1654,336.0,137000,0,0
1552,60.0,0.0,520.0,912,912,360.0,99500,0,0
226,69.05520046484602,1319.0,1319.0,1373,1373,591.0,160250,0,0
2830,24.0,0.0,970.0,970,1709,380.0,130000,1,0
2238,46.0,0.0,816.0,816,816,100.0,75200,0,0
982,62.0,114.0,384.0,1091,1091,429.0,131250,0,0
1265,69.05520046484602,697.0,1081.0,1081,1081,401.0,148000,0,0
559,69.05520046484602,544.0,1024.0,1020,1020,288.0,124100,0,0
1203,69.05520046484602,867.0,944.0,999,999,588.0,178400,0,0
2083,42.0,1440.0,1440.0,1440,1440,0.0,150000,0,0
2130,43.0,638.0,853.0,853,1753,534.0,217000,1,1
2455,75.0,0.0,1100.0,1116,1964,760.0,252000,0,0
535,63.0,54.0,1141.0,1141,1141,484.0,152000,1,0
2019,51.0,0.0,832.0,854,854,576.0,132000,0,0
2655,56.0,310.0,770.0,885,1182,378.0,120000,1,0
2391,82.0,1290.0,1606.0,1625,2091,521.0,338500,0,0
154,65.0,0.0,576.0,985,985,676.0,105000,0,0
999,57.0,604.0,729.0,729,1446,406.0,175000,0,0
1400,83.0,392.0,1160.0,1156,2022,505.0,192000,0,0
2807,41.0,0.0,847.0,847,1948,434.0,195000,1,0
516,75.0,0.0,768.0,786,1590,676.0,210000,1,0
1753,63.0,0.0,847.0,847,1948,434.0,211000,1,0
734,50.0,672.0,672.0,757,1324,240.0,128000,0,0
1209,100.0,490.0,1425.0,1425,1425,576.0,180500,0,0
1994,85.0,0.0,662.0,1422,2337,560.0,90000,0,0
1901,85.0,130.0,822.0,908,908,512.0,138500,0,0
2413,65.0,0.0,738.0,738,1492,440.0,169985,1,0
2630,70.0,781.0,1150.0,1150,1150,288.0,146000,0,0
1428,59.0,50.0,1080.0,1080,2097,678.0,228000,1,1
1271,80.0,476.0,1256.0,1256,1256,311.0,159000,0,0
2464,84.0,0.0,1095.0,1095,1939,1053.0,266000,1,0
2653,50.0,0.0,816.0,816,1566,450.0,139000,0,0
1505,56.0,784.0,784.0,784,784,0.0,91900,0,0
2110,73.0,36.0,1489.0,1500,1500,674.0,212999,1,0
2386,98.0,1261.0,1833.0,1850,1850,772.0,326000,1,0
1086,80.0,0.0,789.0,813,1515,393.0,179000,1,0
1574,74.0,1036.0,1518.0,1537,1537,788.0,294000,1,0
406,21.0,110.0,483.0,483,987,288.0,97000,0,0
2757,73.0,464.0,1391.0,1391,1962,868.0,239799,1,0
2559,80.0,915.0,1251.0,1433,1433,441.0,161000,0,0
1469,37.0,686.0,848.0,848,848,420.0,136500,1,0
407,21.0,162.0,483.0,483,987,264.0,118000,0,0
2300,69.0,565.0,845.0,845,845,360.0,129500,0,0
731,55.0,0.0,952.0,952,1548,672.0,205000,0,0
2230,69.05520046484602,1219.0,2035.0,2515,2515,484.0,200624,0,1
1688,91.0,0.0,1694.0,1694,1694,856.0,322400,0,0
880,85.0,1478.0,1578.0,1602,1602,810.0,293200,1,0
1074,63.0,28.0,1684.0,1684,1684,564.0,266000,0,0
771,70.0,226.0,918.0,918,1683,440.0,172500,0,0
724,98.0,1088.0,1088.0,1188,1869,456.0,124900,1,0
730,69.05520046484602,0.0,1022.0,1432,1432,216.0,149000,0,0
273,65.0,24.0,1414.0,1414,1414,494.0,185500,1,0
2793,69.05520046484602,872.0,1348.0,1358,1358,418.0,220000,0,0
1789,76.0,0.0,1496.0,1496,1496,474.0,225000,0,0
1900,57.0,0.0,932.0,932,932,306.0,124000,0,0
677,60.0,0.0,0.0,1040,1040,400.0,92900,0,0
747,50.0,134.0,1072.0,1072,1072,1184.0,126500,0,0
1038,69.05520046484602,600.0,864.0,864,864,576.0,111250,0,0
1763,69.05520046484602,0.0,969.0,997,2285,648.0,248000,1,0
1283,69.0,0.0,1117.0,1117,1117,264.0,136870,0,0
2803,37.0,717.0,848.0,848,848,420.0,133000,1,0
1927,72.0,586.0,1048.0,1048,1048,286.0,135000,0,0
1036,68.0,252.0,936.0,936,936,288.0,111900,0,0
1237,70.0,504.0,931.0,1283,1283,506.0,140000,0,0
1375,80.0,0.0,0.0,1120,1588,680.0,134432,0,0
1643,81.0,1152.0,1742.0,2042,2042,724.0,455000,0,0
2453,92.0,740.0,1165.0,1203,2526,844.0,290000,1,0
2129,47.0,342.0,988.0,988,1873,597.0,235500,1,1
2640,60.0,381.0,780.0,940,1416,400.0,156500,0,0
2437,69.05520046484602,0.0,953.0,953,1664,460.0,172400,1,0
1123,95.0,0.0,1428.0,1428,1428,480.0,182000,0,0
2398,121.0,1232.0,1792.0,1792,1792,925.0,372397,1,0
1420,69.05520046484602,779.0,1077.0,1093,2814,614.0,260000,0,0
2693,50.0,0.0,610.0,819,819,0.0,72000,0,0
1370,60.0,0.0,536.0,808,1344,0.0,82375,0,0
392,69.05520046484602,0.0,689.0,1378,2119,583.0,158000,0,0
1351,50.0,336.0,672.0,1072,1285,240.0,127000,0,0
246,83.0,1433.0,1433.0,1433,1433,528.0,270000,0,0
802,79.0,1441.0,1496.0,1496,2132,612.0,316600,0,0
1404,124.0,719.0,1019.0,1357,1357,312.0,177000,0,0
803,90.0,485.0,2158.0,2196,2196,701.0,271900,0,1
1595,69.05520046484602,0.0,264.0,616,1304,336.0,115000,0,0
1319,50.0,259.0,684.0,938,2358,0.0,122000,0,0
2231,70.0,0.0,279.0,2726,2726,691.0,315000,0,1
2162,79.0,0.0,939.0,939,1797,639.0,213500,1,0
2622,60.0,0.0,0.0,1040,1040,625.0,109500,0,0
1300,50.0,104.0,789.0,789,789,250.0,115000,1,0
2505,34.0,0.0,1143.0,1143,1143,588.0,176400,0,0
582,69.05520046484602,0.0,1489.0,1489,1489,462.0,185750,0,0
1458,73.0,668.0,1004.0,1004,1852,660.0,230000,1,0
281,64.0,0.0,960.0,960,960,0.0,90000,0,0
1499,313.0,5644.0,6110.0,4692,5642,1418.0,160000,0,0
2298,54.0,619.0,768.0,768,768,624.0,129500,1,0
2580,72.0,914.0,1124.0,1124,1124,353.0,153000,0,0
568,30.0,294.0,612.0,612,1224,528.0,173733,1,0
1807,63.0,0.0,1100.0,1100,1100,0.0,146000,1,0
129,120.0,300.0,782.0,1019,1556,470.0,172500,0,0
2294,69.05520046484602,1148.0,1244.0,1356,1356,528.0,188000,0,0
1860,80.0,978.0,1262.0,1262,1262,460.0,181500,0,0
839,43.0,385.0,799.0,827,1661,550.0,212000,1,1
2349,81.0,0.0,945.0,945,1857,482.0,188900,0,0
1903,50.0,299.0,666.0,666,666,0.0,64500,0,0
234,69.05520046484602,964.0,1117.0,1117,1981,522.0,230000,1,1
2172,74.0,130.0,901.0,901,1351,576.0,122000,1,0
2588,65.0,488.0,1005.0,1005,1005,319.0,133500,0,0
1289,60.0,493.0,1510.0,1584,2792,520.0,256000,0,0
1596,41.0,318.0,550.0,925,1475,336.0,129500,0,0
264,80.0,1682.0,1978.0,1978,1978,850.0,318000,0,0
451,70.0,0.0,1598.0,1606,1606,871.0,255900,1,0
536,63.0,0.0,1158.0,1158,1158,0.0,143500,1,0
43,79.0,28.0,1822.0,1822,1822,678.0,259000,0,0
2223,69.05520046484602,35.0,1809.0,2259,2259,450.0,217000,0,0
2009,70.0,300.0,1065.0,915,1635,440.0,210000,0,0
394,69.05520046484602,828.0,1002.0,1002,1002,902.0,148500,0,0
1738,73.0,0.0,616.0,616,1412,432.0,156932,1,0
1196,72.0,0.0,1728.0,1728,1728,576.0,145000,0,0
828,64.0,902.0,1282.0,1290,1290,662.0,200000,1,0
1694,105.0,1430.0,1994.0,2046,2046,878.0,450000,1,0
571,34.0,381.0,729.0,742,1471,440.0,172500,0,0
1192,90.0,956.0,1522.0,1548,2614,624.0,240000,0,0
1806,102.0,0.0,1580.0,1580,2466,610.0,340000,0,0
962,73.0,16.0,1466.0,1466,1466,610.0,201000,1,0
2142,120.0,716.0,969.0,969,969,440.0,122000,0,0
1648,93.0,1328.0,1529.0,1664,1664,663.0,213000,0,0
618,90.0,1173.0,1680.0,1691,1691,550.0,175000,0,0
2108,64.0,664.0,1208.0,1208,1208,628.0,195400,1,0
772,75.0,527.0,1052.0,1052,1052,668.0,113500,0,0
2672,65.0,0.0,972.0,972,1577,312.0,140200,0,0
2492,65.0,162.0,882.0,909,909,294.0,116000,0,0
2903,88.0,1455.0,1838.0,1838,1838,682.0,359900,1,0
2783,50.0,509.0,675.0,686,1388,317.0,157500,0,0
786,69.05520046484602,379.0,1617.0,1867,1867,303.0,190000,0,0
740,60.0,405.0,1145.0,1301,1301,440.0,100000,0,0
2546,80.0,553.0,1251.0,1251,1251,461.0,160000,0,0
851,65.0,1259.0,1431.0,1444,1444,577.0,203000,1,0
1833,69.05520046484602,482.0,1453.0,1453,2810,750.0,302000,0,0
76,50.0,543.0,923.0,923,923,264.0,143000,0,0
2151,66.0,281.0,1028.0,1210,2452,683.0,267000,1,0
1880,69.05520046484602,0.0,0.0,1224,1224,530.0,103000,0,0
2907,32.0,1201.0,1237.0,1337,1337,405.0,153500,1,0
1831,69.05520046484602,1390.0,1390.0,1701,1701,611.0,171000,0,1
2836,62.0,0.0,1093.0,1093,1669,288.0,107000,0,0
1955,66.0,952.0,952.0,952,952,288.0,128500,0,0
1926,72.0,512.0,922.0,922,922,308.0,116000,0,0
2924,80.0,936.0,1126.0,1126,1126,484.0,160000,0,0
1003,39.0,0.0,1280.0,1280,1280,506.0,180000,0,0
1667,66.0,81.0,914.0,914,914,368.0,133000,0,0
2905,78.0,1243.0,1288.0,1368,1368,784.0,215000,0,0
921,69.05520046484602,547.0,771.0,753,1494,213.0,177500,0,0
1780,76.0,28.0,1524.0,1534,1534,484.0,215000,1,0
746,51.0,273.0,952.0,994,1582,250.0,150000,0,0
254,90.0,1470.0,1673.0,1699,3222,594.0,320000,0,0
606,100.0,196.0,1516.0,1516,1516,472.0,167000,0,0
2703,55.0,0.0,0.0,1032,1032,260.0,125000,0,0
1306,103.0,0.0,448.0,1588,1588,0.0,65000,0,0
2102,103.0,0.0,1316.0,1316,1316,440.0,200141,1,0
1784,85.0,0.0,1528.0,1528,1528,480.0,235876,1,0
941,50.0,0.0,760.0,928,2168,576.0,123000,0,0
2699,82.0,329.0,806.0,1081,1422,288.0,137500,0,0
2127,60.0,588.0,990.0,990,990,0.0,123600,1,0
2607,84.0,643.0,1088.0,1324,1324,440.0,160000,0,0
1754,69.05520046484602,0.0,924.0,948,1690,463.0,181000,1,0
1367,49.0,180.0,825.0,825,825,720.0,125000,0,0
580,78.0,298.0,727.0,829,1556,441.0,154000,0,0
341,74.0,944.0,1152.0,1152,1797,616.0,231000,1,0
26,65.0,775.0,1056.0,1056,1056,304.0,142000,1,0
2667,90.0,0.0,1107.0,1518,3608,840.0,475000,0,0
2884,41.0,1573.0,1573.0,1778,1778,495.0,375000,0,0
28,70.0,432.0,864.0,864,864,0.0,115000,0,0
531,62.0,410.0,1221.0,1221,1221,400.0,185000,1,0
2189,62.0,144.0,660.0,740,865,216.0,108500,0,0
2508,24.0,0.0,600.0,520,1223,480.0,147400,0,0
573,35.0,549.0,691.0,713,1452,506.0,156000,0,0
1363,69.05520046484602,0.0,880.0,880,1308,400.0,120000,0,0
487,61.0,241.0,384.0,744,1374,400.0,167000,1,0
1083,43.0,16.0,1346.0,1504,1504,437.0,191000,1,0
1620,56.0,0.0,384.0,754,1384,390.0,161500,1,0
1929,70.0,780.0,1204.0,1411,1411,310.0,130000,1,0
1820,80.0,630.0,970.0,970,970,624.0,132500,0,0
1398,69.05520046484602,704.0,864.0,904,904,912.0,144000,0,0
2177,69.05520046484602,0.0,0.0,1100,2233,579.0,141000,0,1
2144,60.0,385.0,385.0,875,875,728.0,117000,0,0
2697,60.0,490.0,520.0,520,754,0.0,84500,0,0
1403,69.05520046484602,1116.0,1364.0,1663,1663,529.0,256000,0,1
596,70.0,338.0,925.0,925,925,429.0,117500,1,0
922,130.0,428.0,728.0,976,1308,256.0,160000,0,0
2065,81.0,386.0,1240.0,1375,1375,323.0,187000,0,0
1710,110.0,938.0,1317.0,1217,2385,818.0,350000,1,0
1034,60.0,0.0,896.0,896,1792,480.0,133000,1,0
1057,105.0,1728.0,2418.0,2464,2464,650.0,417500,1,0
470,51.0,988.0,1386.0,1569,1569,660.0,175900,1,0
819,84.0,1021.0,1555.0,1680,1680,1138.0,323262,1,0
2160,65.0,699.0,1337.0,1337,1337,531.0,185000,1,0
2552,60.0,574.0,816.0,816,816,240.0,129800,0,0
41,95.0,1201.0,1541.0,1541,1541,532.0,220000,1,0
742,51.0,0.0,884.0,989,1573,240.0,133000,0,0
686,60.0,0.0,832.0,832,1461,384.0,133500,0,0
314,69.05520046484602,0.0,1958.0,2048,2048,776.0,170000,0,0
1630,69.05520046484602,0.0,903.0,910,1642,392.0,168000,0,1
191,60.0,283.0,738.0,868,1470,624.0,140750,0,0
1626,60.0,0.0,938.0,957,2299,482.0,204000,1,0
59,69.05520046484602,0.0,884.0,884,2035,434.0,222500,1,1
2632,69.0,784.0,925.0,999,999,300.0,134500,0,0
1835,45.0,851.0,1378.0,1378,1378,540.0,214000,0,0
2675,65.0,507.0,793.0,793,1118,410.0,119900,0,0
1503,92.0,133.0,1440.0,1440,1440,0.0,118000,1,0
1963,70.0,588.0,1010.0,1134,1134,254.0,135000,0,0
1352,64.0,0.0,833.0,1053,1848,370.0,207000,0,0
1519,60.0,423.0,1181.0,1390,1694,576.0,136500,0,0
1305,50.0,0.0,901.0,901,901,281.0,107900,0,0
2014,69.05520046484602,52.0,861.0,861,1409,528.0,126000,1,0
1,141.0,639.0,1080.0,1656,1656,528.0,215000,0,0
1052,96.0,1280.0,1682.0,1742,2332,846.0,426000,1,0
622,80.0,607.0,1113.0,1113,1113,264.0,147000,0,0
913,64.0,0.0,816.0,1232,1232,440.0,147500,0,0
1058,104.0,1375.0,1950.0,1950,1950,706.0,383000,1,0
2348,80.0,929.0,1845.0,1872,1872,604.0,241500,0,0
1527,63.0,0.0,676.0,676,1264,400.0,147500,0,0
1011,101.0,16.0,1168.0,1168,2500,683.0,355000,1,0
1332,50.0,784.0,784.0,784,784,0.0,109500,0,0
709,50.0,0.0,0.0,612,612,308.0,45000,0,0
209,69.05520046484602,0.0,1032.0,1207,2403,349.0,244400,0,0
619,80.0,1285.0,1416.0,1644,1644,418.0,167000,0,0
2150,65.0,0.0,860.0,860,1729,542.0,200000,1,0
2704,50.0,0.0,830.0,879,879,180.0,80000,0,0
2839,60.0,167.0,864.0,864,864,572.0,115000,0,0
1242,72.0,616.0,1196.0,1196,1196,297.0,139000,0,0
2714,74.0,209.0,672.0,672,1400,440.0,149500,0,0
799,60.0,0.0,755.0,755,1510,296.0,108000,0,0
1260,60.0,0.0,0.0,694,1294,0.0,106250,0,0
2107,74.0,0.0,1240.0,1240,1240,826.0,194000,1,0
2486,70.0,36.0,988.0,988,988,624.0,129500,0,0
1911,63.0,0.0,1560.0,1560,1560,792.0,126000,0,0
896,70.0,1078.0,1078.0,1368,1368,195.0,120000,0,0
272,70.0,712.0,1473.0,1484,1484,606.0,213000,1,0
2521,40.0,807.0,1226.0,1226,1226,484.0,190000,0,0
2324,69.05520046484602,705.0,1160.0,1169,1169,402.0,183500,0,0
1953,93.0,242.0,725.0,1035,1651,276.0,172000,0,0
887,67.0,690.0,816.0,816,816,288.0,100000,0,0
1479,85.0,56.0,1564.0,1564,1564,814.0,218836,1,0
1317,60.0,0.0,482.0,1221,1912,672.0,163000,0,0
1750,59.0,0.0,1510.0,1525,1525,534.0,206580,1,0
2815,65.0,0.0,728.0,728,1456,390.0,163990,1,0
2692,60.0,0.0,396.0,665,1330,390.0,116500,0,0
1090,69.05520046484602,0.0,840.0,840,1720,400.0,188000,1,0
1912,69.05520046484602,602.0,793.0,1280,1280,432.0,175000,0,0
1634,38.0,248.0,1166.0,1179,1179,480.0,182000,0,0
1974,60.0,0.0,850.0,960,960,576.0,103000,0,0
1764,69.05520046484602,1282.0,2633.0,2633,2633,804.0,466500,1,0
634,66.0,708.0,988.0,988,988,297.0,149500,0,0
1683,24.0,632.0,1061.0,1055,1055,319.0,142500,0,0
2199,54.0,319.0,1290.0,1422,1422,352.0,136500,0,0
2789,69.05520046484602,338.0,630.0,630,1320,484.0,137000,1,0
1018,63.0,983.0,1675.0,1688,1688,528.0,226500,0,0
14,85.0,637.0,1300.0,1341,1341,506.0,171500,0,0
2782,55.0,483.0,911.0,954,954,576.0,132500,0,0
2626,69.05520046484602,0.0,0.0,1040,1040,400.0,87500,0,0
1175,79.0,681.0,858.0,872,1789,546.0,223000,1,0
1232,80.0,0.0,1319.0,1537,1537,462.0,174000,0,0
2590,85.0,741.0,884.0,884,884,270.0,142000,0,0
2463,81.0,0.0,1489.0,1489,1489,776.0,232600,1,0
2358,78.0,663.0,1040.0,1309,1309,484.0,181000,0,0
2911,42.0,837.0,942.0,1291,2521,576.0,151400,0,0
1699,98.0,0.0,1626.0,1634,1634,866.0,250000,1,0
115,80.0,394.0,980.0,980,1714,496.0,196500,0,0
1998,75.0,0.0,819.0,1312,2454,576.0,185000,0,0
589,75.0,955.0,1216.0,1216,1216,336.0,113000,0,0
1641,60.0,945.0,1419.0,1419,1419,567.0,392000,0,0
2821,35.0,945.0,945.0,980,980,0.0,127500,0,1
1846,24.0,417.0,756.0,769,1573,440.0,177000,0,0
1805,85.0,0.0,1158.0,1158,2443,744.0,265000,1,0
1853,106.0,901.0,1220.0,1220,2362,1105.0,312500,1,0
1321,75.0,0.0,1237.0,1521,2775,880.0,325000,0,0
564,69.05520046484602,1733.0,2014.0,2014,2014,864.0,275000,1,0
1771,82.0,565.0,1203.0,1214,2520,721.0,290000,1,0
90,39.0,126.0,1208.0,1494,1494,461.0,169000,0,1
2684,50.0,616.0,616.0,616,616,205.0,89000,0,0
13,63.0,0.0,789.0,789,1465,393.0,180400,1,0
445,85.0,1124.0,3206.0,1629,1629,880.0,284000,1,0
1914,70.0,456.0,912.0,912,912,275.0,114500,0,0
2811,84.0,24.0,1552.0,1552,1552,782.0,212900,1,0
850,67.0,0.0,1413.0,1430,1430,605.0,187100,1,0
1844,34.0,419.0,729.0,729,1458,440.0,176000,0,0
2225,69.05520046484602,813.0,1488.0,1488,1488,552.0,215000,0,1
1477,64.0,490.0,770.0,770,1582,520.0,185900,1,0
399,60.0,375.0,864.0,864,864,660.0,120500,0,0
2431,60.0,0.0,732.0,734,1838,372.0,192140,1,0
1605,60.0,641.0,816.0,816,816,264.0,130500,1,0
897,50.0,0.0,0.0,1088,1529,240.0,98000,0,0
1426,91.0,2085.0,2271.0,2276,2276,1348.0,475000,1,0
2240,60.0,0.0,961.0,1077,1077,338.0,67000,0,0
1706,86.0,1288.0,1582.0,1610,2161,789.0,325624,1,0
2252,44.0,1392.0,1409.0,1409,1409,576.0,245000,1,1
1136,66.0,646.0,1114.0,1114,1114,576.0,159000,1,0
1877,79.0,836.0,1073.0,1073,1073,515.0,156000,0,0
424,105.0,1767.0,3094.0,2402,2402,672.0,555000,1,0
1182,69.05520046484602,660.0,1232.0,1232,1232,516.0,162500,0,1
2750,73.0,261.0,1344.0,1440,1440,920.0,224500,0,0
1016,69.05520046484602,0.0,1488.0,1488,1488,738.0,133000,0,0
2436,63.0,0.0,783.0,807,1509,393.0,180000,1,0
1607,60.0,638.0,845.0,845,845,264.0,134500,0,0
2337,66.0,0.0,1410.0,1426,2945,641.0,438780,1,1
1233,101.0,371.0,1099.0,1431,1431,296.0,165000,0,0
419,65.0,432.0,892.0,892,892,288.0,100000,0,0
633,69.05520046484602,544.0,1329.0,1329,1329,441.0,176000,0,0
2722,102.0,306.0,1763.0,1779,1779,454.0,170000,0,0
469,53.0,0.0,1373.0,1555,1555,660.0,174000,1,0
1365,62.0,121.0,768.0,788,1236,384.0,127000,0,0
1098,77.0,0.0,831.0,873,1651,450.0,185900,1,0
711,50.0,0.0,190.0,886,886,273.0,91300,0,0
2808,70.0,340.0,1682.0,1700,1700,544.0,200000,1,0
1959,78.0,196.0,1040.0,1168,1846,315.0,143000,0,0
2720,69.05520046484602,57.0,1052.0,1252,1920,451.0,172500,0,0
2170,67.0,132.0,1088.0,1088,1088,520.0,110000,1,0
603,69.05520046484602,775.0,1040.0,1362,1362,768.0,140000,0,0
2113,78.0,24.0,1314.0,1314,1314,440.0,176432,1,0
1146,69.05520046484602,1200.0,1278.0,1294,1294,496.0,179200,0,0
2105,68.0,925.0,1274.0,1274,1274,508.0,203000,1,0
1786,83.0,0.0,1689.0,1689,1689,954.0,248328,1,0
961,79.0,1115.0,1641.0,1641,1641,885.0,316500,0,0
1405,50.0,0.0,570.0,617,1079,249.0,125600,0,0
1324,65.0,200.0,984.0,984,984,308.0,110000,0,0
1986,50.0,250.0,960.0,960,960,308.0,108500,0,0
307,66.0,0.0,540.0,1044,1044,504.0,55993,0,0
180,69.0,780.0,1027.0,1027,1633,240.0,129000,1,0
2896,54.0,980.0,1112.0,1137,1137,551.0,176000,0,0
668,83.0,384.0,1380.0,1380,1380,364.0,154000,0,0
1582,93.0,920.0,1256.0,1256,1256,578.0,180000,0,0
2285,44.0,874.0,1142.0,1142,1142,528.0,134000,0,0
2079,84.0,477.0,1202.0,2158,2158,576.0,243000,0,0
2272,85.0,1300.0,1616.0,1629,1629,808.0,270000,1,0
2250,71.0,336.0,1084.0,1080,1080,484.0,134000,1,0
502,90.0,987.0,1347.0,1372,2646,656.0,260000,0,0
2166,64.0,0.0,738.0,738,1491,484.0,168675,1,0
1622,69.05520046484602,186.0,392.0,924,1694,398.0,160000,0,1
1299,44.0,0.0,684.0,684,1080,0.0,95000,0,0
832,79.0,0.0,704.0,704,1422,440.0,173000,1,0
2470,60.0,0.0,1293.0,1301,1301,572.0,187750,1,0
1017,46.0,0.0,791.0,1236,2093,542.0,215000,0,1
1384,69.05520046484602,221.0,1073.0,1073,1073,270.0,120000,0,0
1790,70.0,778.0,1494.0,1506,1506,672.0,249000,1,0
2530,78.0,553.0,1334.0,1334,1334,477.0,164500,0,0
2893,69.05520046484602,0.0,0.0,1295,1295,312.0,230000,0,0
2027,69.05520046484602,336.0,672.0,672,1344,456.0,140000,0,0
683,60.0,630.0,732.0,732,732,240.0,118900,0,0
823,71.0,0.0,1468.0,1468,1468,904.0,239900,1,0
2374,53.0,727.0,1069.0,1069,1069,440.0,146300,0,0
1594,69.05520046484602,769.0,1040.0,1040,1040,499.0,124000,0,0
2049,75.0,925.0,925.0,999,999,308.0,130000,0,0
1813,65.0,0.0,1349.0,1349,1349,539.0,179000,1,0
365,99.0,0.0,1424.0,1442,1442,500.0,180500,0,0
176,47.0,0.0,747.0,747,747,220.0,80000,0,0
510,78.0,0.0,1573.0,1578,1578,840.0,287090,0,0
1326,70.0,0.0,0.0,882,882,308.0,97000,0,0
2423,69.05520046484602,1038.0,1368.0,1511,1511,398.0,246990,1,0
1631,160.0,550.0,1302.0,1128,1128,480.0,154204,0,0
1263,76.0,637.0,1312.0,1312,1312,495.0,186000,0,0
1046,21.0,350.0,630.0,630,1302,264.0,111750,0,0
47,110.0,1373.0,2846.0,2696,2696,958.0,500000,1,0
1424,65.0,0.0,628.0,628,1356,484.0,177439,1,0
429,96.0,936.0,1104.0,1130,2184,836.0,335000,1,0
1031,80.0,403.0,803.0,1098,1964,483.0,205000,0,0
1635,35.0,926.0,1312.0,1321,1321,484.0,212000,0,0
309,44.0,1373.0,1594.0,1646,1646,525.0,246000,0,0
1020,69.05520046484602,747.0,1260.0,1260,1260,598.0,181900,0,0
178,50.0,234.0,926.0,926,1316,484.0,130000,0,0
1975,60.0,0.0,264.0,768,1432,360.0,132000,0,0
2096,75.0,497.0,779.0,1029,1958,499.0,220000,1,0
865,69.05520046484602,0.0,1753.0,1788,1788,522.0,236500,1,0
385,75.0,544.0,832.0,832,1935,552.0,263435,1,0
1362,60.0,0.0,1272.0,1272,1969,400.0,141000,0,0
1091,69.05520046484602,0.0,847.0,847,1986,434.0,213000,1,0
317,73.0,0.0,1214.0,1214,1214,520.0,179781,1,0
1076,48.0,846.0,1342.0,1342,1342,550.0,234250,0,0
1573,69.05520046484602,1165.0,1565.0,2898,2898,665.0,287000,0,0
485,69.05520046484602,651.0,870.0,878,2004,644.0,257500,1,0
2021,60.0,0.0,960.0,986,986,180.0,102000,0,0
2032,57.0,0.0,637.0,1108,1108,280.0,139400,0,0
2604,60.0,0.0,672.0,694,1214,936.0,105000,0,0
1615,95.0,351.0,2217.0,2217,2217,621.0,268000,0,0
2736,69.05520046484602,0.0,697.0,1575,2201,432.0,274970,0,1
473,43.0,16.0,1220.0,1220,1220,397.0,180000,1,0
1316,60.0,141.0,689.0,689,1378,360.0,161000,0,0
244,60.0,0.0,0.0,930,930,308.0,84900,0,0
152,70.0,532.0,988.0,988,988,264.0,119000,0,0
1588,85.0,1571.0,1964.0,1964,1964,892.0,370000,1,0
2111,64.0,0.0,1270.0,1270,1270,524.0,175900,1,0
813,64.0,0.0,0.0,1120,2240,528.0,142953,0,0
1854,50.0,457.0,1494.0,1494,1494,478.0,279700,0,0
2575,70.0,623.0,1179.0,1364,1364,331.0,132000,0,0
867,69.05520046484602,904.0,1440.0,1476,2153,736.0,313000,1,0
2879,60.0,637.0,637.0,897,1336,570.0,108000,0,0
1494,60.0,0.0,746.0,760,1656,397.0,165400,1,0
2771,65.0,0.0,781.0,795,1499,473.0,187000,1,0
496,174.0,689.0,1462.0,1490,2794,810.0,403000,1,0
1651,69.05520046484602,156.0,848.0,1118,2030,551.0,195000,0,0
1913,100.0,600.0,1218.0,1254,1254,525.0,158500,0,0
2790,90.0,932.0,1065.0,1091,1989,586.0,255000,1,0
1541,56.0,1116.0,1898.0,1898,1898,484.0,236500,0,1
1684,65.0,725.0,988.0,988,988,360.0,129250,0,0
301,100.0,1247.0,1501.0,1801,1801,484.0,289000,0,0
1569,76.0,0.0,0.0,936,1872,484.0,100000,0,0
2153,69.05520046484602,1198.0,1531.0,1531,2439,560.0,275000,1,0
1467,96.0,0.0,850.0,886,1764,560.0,207000,1,0
2540,71.0,661.0,864.0,1200,1200,884.0,146000,0,0
2368,21.0,282.0,494.0,494,1030,264.0,116000,0,0
874,69.05520046484602,739.0,1057.0,1057,2034,645.0,219500,1,0
463,48.0,0.0,1405.0,1405,1405,478.0,173000,1,0
784,69.05520046484602,1059.0,1134.0,1229,1229,284.0,135000,1,0
2149,70.0,654.0,979.0,992,1932,610.0,213000,1,0
2069,91.0,736.0,967.0,1299,1299,494.0,150000,1,0
1743,53.0,0.0,1258.0,1402,1402,648.0,194201,1,0
472,43.0,16.0,1346.0,1504,1504,457.0,181000,1,0
1921,75.0,608.0,1442.0,1442,1442,301.0,157900,0,0
2778,72.0,894.0,951.0,951,1779,586.0,217000,1,0
