Id,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence
1039,4,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
1210,4,3,3,6,7,3,3,3,3,4,3,5,3,5,3,8,0,2,4,4,3,0,4
2710,3,3,3,5,6,3,3,3,3,3,2,5,5,5,3,8,2,2,3,3,3,0,0
44,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
1026,4,3,3,7,6,3,3,4,3,2,1,1,3,5,3,7,3,1,3,3,3,0,0
1343,4,3,3,4,7,3,3,3,3,1,4,1,5,5,3,8,0,1,3,3,3,0,0
2248,3,3,3,6,6,3,3,4,3,3,6,1,3,5,4,8,1,2,3,3,3,0,3
1849,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,1,3,3,3,0,0
2076,3,3,3,5,5,3,3,3,3,1,3,1,3,5,3,5,3,1,3,3,2,0,0
2641,4,3,3,7,7,3,3,3,4,1,2,1,5,5,5,8,4,1,2,3,3,0,0
5,3,3,3,5,5,3,3,4,3,1,6,1,4,5,3,8,3,3,3,3,3,0,3
878,4,3,3,6,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
1548,4,3,3,6,8,4,4,3,3,3,5,1,5,5,3,8,0,1,3,3,3,0,0
841,4,3,3,5,5,3,3,4,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
1621,4,3,3,8,5,4,3,4,3,3,6,1,5,5,5,8,0,2,3,3,3,0,0
218,4,3,3,4,5,3,3,3,3,1,1,1,3,5,3,8,0,0,0,0,3,0,0
1504,4,3,3,4,5,3,3,0,0,0,0,0,3,3,3,8,0,0,0,0,1,0,0
946,4,2,3,2,4,2,2,0,0,0,0,0,3,4,3,7,0,1,3,3,1,0,0
455,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
2906,4,3,3,6,5,3,3,5,3,1,6,1,5,5,3,8,0,1,3,3,3,0,0
2878,4,3,3,6,5,3,3,3,3,1,1,1,4,5,4,8,0,1,3,3,3,0,0
1173,4,3,3,7,5,4,3,4,3,1,4,1,5,5,4,8,0,1,3,3,3,0,0
985,4,3,3,5,6,3,3,4,3,3,6,2,3,5,3,8,2,1,3,3,3,0,4
975,4,3,3,5,6,3,3,3,3,1,4,1,3,5,3,8,0,2,3,3,3,0,2
202,3,3,3,7,6,3,3,3,3,1,1,1,4,5,3,8,0,1,3,3,3,0,4
528,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2579,3,3,3,5,5,3,3,3,3,1,3,1,3,4,3,8,3,3,3,3,3,0,1
1841,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
591,4,3,3,6,5,3,3,4,3,1,5,1,3,5,3,8,3,2,3,3,3,0,0
1897,3,3,3,6,6,3,3,3,3,1,4,3,5,5,4,8,4,1,3,3,3,0,0
70,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
590,3,3,3,7,7,3,4,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
1172,3,3,3,9,5,4,3,5,3,3,6,1,5,5,4,8,3,3,3,3,3,0,0
1714,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
829,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1397,4,3,3,5,7,3,3,3,3,1,5,1,4,5,4,7,0,1,3,3,1,0,3
877,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,1,3,3,3,0,0
2477,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2871,4,3,3,5,5,3,3,3,3,2,4,1,3,5,3,8,4,1,3,3,3,0,0
2489,3,3,3,5,6,3,3,3,3,1,4,1,4,5,3,7,3,1,3,3,3,0,3
1655,4,3,3,6,5,3,3,4,3,1,6,1,5,5,3,8,3,2,3,3,3,0,0
1891,4,3,3,7,6,3,3,3,3,1,4,1,5,5,3,8,3,2,3,3,3,0,3
1419,4,3,3,7,5,3,3,4,3,1,6,1,5,5,4,8,5,1,3,3,3,0,0
1473,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2868,3,3,3,6,7,3,3,3,3,1,5,6,5,5,5,8,4,3,3,3,3,0,0
1695,4,3,3,7,5,4,3,5,4,1,1,1,5,5,4,8,4,2,3,3,3,0,0
2244,4,3,3,4,6,3,3,3,3,1,6,1,4,4,3,8,0,1,3,3,3,0,0
169,4,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,3,1,3,3,3,0,0
2670,4,3,3,3,3,2,2,3,2,1,1,1,2,2,2,8,0,0,0,0,1,0,0
247,3,3,3,6,7,4,4,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
2137,4,3,3,5,7,3,3,3,5,3,5,1,3,5,3,8,2,1,3,3,3,0,3
1794,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
1498,3,3,3,5,7,3,3,0,0,0,0,0,3,5,5,8,4,1,3,3,3,0,0
1164,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,1,3,3,3,0,0
1179,2,3,3,8,5,4,3,4,3,1,6,1,5,5,5,8,4,3,3,3,3,0,0
1340,4,3,2,6,7,3,3,3,3,1,1,1,5,5,3,8,0,1,2,3,3,0,0
436,3,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
1636,3,3,3,9,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
421,4,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
457,3,3,2,10,5,5,3,5,3,4,6,1,5,5,5,8,5,3,3,3,3,0,0
2834,4,3,3,4,7,3,4,2,3,2,1,1,5,5,3,8,0,1,3,1,3,0,0
517,3,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
1566,4,3,3,7,5,3,3,4,3,2,1,1,5,5,4,8,3,1,3,3,3,0,0
1439,3,3,3,7,5,3,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0
2577,3,3,3,6,6,3,3,3,3,1,3,1,5,4,3,8,3,2,3,3,3,0,0
2241,4,3,3,5,5,3,3,3,3,1,4,1,3,4,3,8,0,1,3,3,3,0,3
71,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,2
1143,2,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1021,3,3,3,7,5,4,4,4,3,1,6,3,3,5,4,8,2,3,3,3,3,0,0
1416,4,3,3,5,5,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
35,4,3,3,7,6,3,3,4,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
2904,4,3,3,1,3,3,2,0,0,0,0,0,3,4,3,5,0,1,2,3,1,0,0
2174,4,3,3,6,5,3,4,4,3,3,6,1,3,5,3,8,0,0,0,0,3,0,0
522,4,3,3,9,5,5,3,5,3,2,6,1,5,5,5,8,4,3,3,3,3,0,0
2211,4,3,3,5,6,3,3,3,3,1,4,1,3,4,3,8,0,1,3,3,3,0,0
1539,3,3,3,7,9,4,4,3,3,1,4,1,5,5,4,8,3,1,3,3,3,0,0
2420,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
2779,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
953,4,3,3,5,5,3,3,0,0,0,0,0,3,5,4,8,0,1,3,3,3,0,0
658,4,3,3,4,8,4,4,2,3,1,1,1,4,5,3,8,0,1,3,3,1,0,0
714,4,3,3,4,4,4,4,2,3,1,1,1,3,5,4,8,0,1,3,3,1,0,0
1637,3,3,3,8,5,4,3,5,3,2,6,1,5,5,5,8,4,3,3,3,3,0,0
538,3,3,3,8,5,4,3,4,3,4,4,3,5,5,4,8,0,2,3,3,3,0,0
546,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
533,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
718,4,3,3,6,7,3,3,2,4,2,1,1,4,4,5,8,0,1,3,3,3,0,0
1830,3,3,3,5,5,3,3,2,3,4,5,1,3,5,3,8,0,2,3,3,3,0,0
2929,4,3,2,5,5,3,3,4,3,3,5,2,4,5,3,8,3,2,3,3,3,0,0
2207,4,3,3,5,6,3,3,3,3,1,2,1,3,5,4,8,4,1,4,3,2,0,3
1417,4,3,3,6,5,3,3,3,3,1,1,1,2,3,3,8,0,0,0,0,1,0,0
2787,4,3,3,5,7,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,2
1037,4,3,3,5,5,3,3,4,3,1,3,5,3,5,3,8,0,1,3,3,3,0,0
2659,4,3,3,4,2,3,3,3,2,1,1,1,2,5,3,6,0,1,2,2,1,0,0
1567,4,3,3,6,6,3,3,3,3,3,5,1,3,5,3,8,1,3,3,3,3,3,4
1225,4,3,3,6,5,3,3,3,3,1,4,1,3,4,3,8,0,1,3,3,3,0,0
685,4,3,3,5,5,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,4
1358,4,3,3,8,7,3,4,3,3,1,1,1,2,5,4,8,4,1,3,3,3,0,3
1461,3,3,3,9,5,4,3,4,3,2,6,1,5,5,4,8,3,3,3,3,3,0,0
221,4,3,3,5,5,3,3,3,3,1,5,1,3,5,3,8,2,1,3,3,3,0,3
2187,4,3,3,5,6,3,3,3,3,1,1,1,3,5,3,8,0,0,0,0,1,0,2
2504,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,2,2,3,3,3,0,4
855,3,3,3,5,7,3,3,3,3,1,5,4,3,5,3,8,0,1,3,3,3,0,0
2258,4,3,3,5,6,3,4,3,3,4,4,1,4,5,3,8,4,2,3,3,2,0,0
2205,4,3,3,6,8,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,1,0,3
1158,3,3,3,6,5,4,3,4,3,1,5,1,5,5,4,8,4,2,3,3,3,0,0
1741,4,3,3,7,6,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2735,4,3,2,5,8,3,4,3,4,1,6,1,5,5,5,8,0,1,3,3,3,0,0
1888,3,3,3,5,5,3,3,3,3,1,5,2,3,5,3,8,3,2,3,3,3,0,0
2121,4,3,3,5,5,3,3,4,3,1,6,1,4,5,3,8,0,1,3,3,3,0,0
1176,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
2773,2,3,3,5,5,3,3,4,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
2619,3,3,3,5,6,3,3,3,3,4,4,1,3,5,3,8,4,2,3,3,3,0,0
1796,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
1598,4,3,3,4,6,3,3,4,3,4,6,1,3,5,3,8,1,2,3,3,3,0,2
1965,4,3,3,5,6,3,3,3,3,1,3,1,3,5,3,8,3,2,3,3,3,0,0
2651,4,3,2,3,5,3,3,3,2,2,1,1,4,4,3,8,0,1,3,3,1,0,0
609,3,3,3,5,6,3,3,3,3,2,4,3,5,5,3,8,1,2,3,3,3,0,3
1990,3,3,3,8,9,4,4,3,3,1,1,1,5,5,4,8,0,1,3,3,3,0,3
1053,4,3,3,10,5,5,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2877,4,3,3,4,6,3,3,3,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
497,4,3,3,8,5,4,3,4,3,2,6,1,5,5,4,8,3,2,3,3,3,0,0
514,4,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,4
759,4,3,3,6,6,3,2,3,3,1,1,1,3,4,3,8,0,1,2,3,3,0,0
2474,4,3,3,6,5,4,3,4,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
1193,4,3,3,5,6,3,3,3,3,1,2,1,5,5,3,8,0,1,3,3,3,0,0
1415,4,3,3,5,7,3,3,4,3,4,6,1,3,5,3,8,0,0,0,0,1,0,0
2048,3,3,3,5,6,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,3
2483,3,3,3,6,5,3,3,4,3,1,5,1,5,5,4,8,0,3,3,3,3,0,0
2883,4,3,3,3,5,3,3,2,2,1,1,1,2,5,3,8,0,0,0,0,1,0,0
1111,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2072,2,3,1,7,5,3,3,4,3,4,6,1,3,5,4,8,3,1,3,3,3,0,0
1450,3,3,3,5,6,3,3,3,3,1,3,5,3,5,3,6,0,3,3,3,3,0,0
274,4,3,2,3,6,3,4,0,0,0,0,0,3,5,3,7,0,1,3,3,1,0,0
413,4,3,3,6,5,3,3,3,3,1,5,3,3,5,3,8,2,1,3,3,3,0,0
751,4,3,3,7,8,4,3,3,3,1,5,1,5,5,5,6,4,1,2,2,3,0,0
2897,3,3,3,7,5,3,3,4,3,1,5,1,3,5,3,8,3,3,4,4,3,0,0
207,4,3,3,4,5,2,2,0,0,0,0,0,2,5,2,5,0,0,0,0,1,0,0
2269,3,3,3,7,5,4,3,5,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
891,4,3,3,6,6,3,3,3,3,3,5,1,5,5,3,8,2,1,3,3,3,0,2
2863,3,3,3,7,7,4,3,4,3,1,3,1,4,5,4,8,4,3,2,3,3,0,0
1298,4,3,3,5,6,3,3,3,4,1,1,1,3,4,3,8,0,1,2,3,2,0,0
1292,4,3,3,4,6,3,3,3,3,1,1,1,4,4,3,8,0,0,0,0,1,0,0
1687,4,3,3,8,5,5,3,5,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
2749,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
2875,4,3,3,4,4,3,3,2,3,1,1,1,3,4,3,7,0,0,0,0,1,0,2
1029,4,3,3,6,5,3,3,4,3,1,5,1,3,5,3,8,3,3,3,3,3,0,3
1581,3,3,3,6,5,3,3,4,2,1,5,2,3,5,3,6,3,3,3,3,3,0,0
612,4,3,3,5,6,3,3,3,3,1,5,1,5,5,3,8,0,2,3,3,3,0,3
139,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
1335,4,3,3,6,7,3,3,3,3,1,5,1,5,5,4,8,4,1,3,3,3,0,4
2531,4,3,3,7,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
681,4,3,3,5,6,3,3,3,3,1,1,1,4,5,3,8,0,2,3,3,3,0,2
1383,3,3,3,6,8,3,3,4,3,4,5,1,5,5,3,8,1,3,3,3,3,0,2
1359,4,3,3,6,8,4,3,4,4,1,1,1,5,5,3,8,0,1,2,2,1,0,0
1226,4,3,3,5,8,3,4,3,3,1,4,3,4,5,4,8,4,2,3,3,3,0,0
63,3,3,3,8,5,4,3,5,3,3,6,1,5,5,4,8,3,2,3,3,3,0,0
1869,4,3,3,7,6,3,3,4,3,1,1,1,5,5,4,8,3,2,3,3,3,0,0
2468,4,3,3,6,5,4,3,4,3,1,6,1,4,5,4,8,0,3,3,3,3,0,0
1135,4,3,3,6,5,3,3,4,4,1,6,1,5,5,4,8,0,0,0,0,3,0,0
719,4,3,3,6,7,3,3,3,3,1,1,1,5,5,5,8,4,1,3,3,1,0,0
405,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
2506,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
2380,3,3,3,9,5,4,3,5,4,1,6,1,4,5,5,8,4,2,3,3,3,0,0
1565,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
1727,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
1661,3,3,3,7,6,3,3,4,3,4,6,3,3,5,4,8,2,3,3,3,3,0,0
1967,4,3,3,5,5,3,3,3,3,1,4,3,3,5,3,8,3,1,3,3,3,0,3
2267,3,3,3,6,5,4,3,5,3,1,5,1,5,5,3,8,0,3,3,3,3,0,0
1389,3,3,3,5,6,3,3,3,3,1,1,1,4,5,4,8,0,1,3,3,3,0,3
2553,3,3,3,5,6,3,3,3,3,1,4,1,4,5,3,8,4,2,3,3,3,0,0
1459,3,3,3,7,5,4,3,4,3,3,5,1,5,5,4,8,3,3,3,3,3,0,0
1739,3,3,3,6,5,4,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0
172,4,3,3,5,7,3,3,3,3,1,4,1,3,5,3,8,4,0,0,0,2,0,3
788,3,3,3,4,5,3,3,0,0,0,0,0,3,5,3,5,0,1,2,3,3,0,0
1979,4,3,3,5,6,3,3,3,3,1,1,1,4,5,3,8,4,1,2,3,1,0,0
1801,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
931,4,3,3,6,8,3,4,3,3,1,1,1,5,5,4,8,4,1,3,3,3,0,4
2471,3,3,3,6,5,3,3,3,3,2,6,1,5,5,4,8,0,0,0,0,3,0,0
2899,3,3,3,6,5,4,3,4,3,3,6,4,5,5,4,8,0,1,3,3,3,0,0
2544,4,3,3,5,5,3,3,3,3,1,2,1,5,5,3,8,0,3,3,3,3,0,0
1386,4,3,3,4,4,3,3,4,3,3,6,1,3,5,3,8,0,1,2,3,3,0,0
315,3,3,1,5,5,3,3,3,3,3,4,3,3,5,3,7,3,1,3,3,1,0,0
1932,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
1660,4,3,3,7,7,3,3,4,3,1,1,1,3,5,3,8,3,2,3,3,3,0,0
2353,3,3,3,7,5,4,3,5,3,4,6,1,3,5,3,8,2,2,3,3,3,0,0
2139,3,3,3,5,4,3,3,4,3,3,3,4,3,5,3,8,0,2,3,3,3,0,3
1585,3,3,3,6,5,4,3,5,3,2,6,1,5,5,4,8,0,2,3,3,3,0,0
1602,4,3,2,5,5,3,3,3,3,1,1,1,5,4,3,8,0,2,3,3,1,0,0
2888,4,3,3,8,5,4,3,5,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
965,3,3,3,7,5,3,3,4,3,4,6,5,5,5,4,7,2,3,3,3,3,0,0
645,4,3,3,5,5,3,3,3,3,1,3,1,3,4,3,8,0,1,3,3,3,0,0
789,4,3,3,6,5,3,3,3,3,1,1,1,2,5,3,8,4,1,3,3,3,0,3
1015,4,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,0
1264,3,3,3,6,5,3,3,3,3,1,4,1,3,5,3,8,2,2,3,3,3,0,2
1972,4,3,3,5,5,3,3,3,3,1,5,4,4,5,3,8,0,1,3,3,3,0,0
1481,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
954,3,3,3,7,5,3,3,4,3,3,6,1,5,5,4,8,0,1,3,3,3,0,4
2499,3,3,3,7,4,4,2,4,3,4,5,4,4,5,4,5,3,2,3,3,3,3,4
824,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2769,3,3,3,5,5,4,3,4,3,3,6,1,5,5,3,8,0,1,3,3,3,0,0
123,3,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
1862,3,3,3,5,5,3,3,4,3,1,6,3,5,5,3,8,3,2,3,3,1,0,0
1308,4,3,3,5,5,3,2,2,3,1,1,1,3,4,3,8,0,1,2,1,1,0,0
1758,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
2236,4,3,3,4,5,3,3,3,3,1,1,1,4,5,3,8,0,1,3,3,2,0,3
2912,3,3,3,5,7,3,3,3,3,1,5,1,5,5,3,8,0,2,3,3,3,0,0
2093,3,3,3,7,5,4,3,3,3,4,2,5,5,5,4,8,3,3,3,3,3,0,3
2128,3,3,3,6,5,3,4,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
679,4,3,3,4,5,3,3,0,0,0,0,0,2,3,3,8,0,1,3,3,3,0,0
1313,4,3,3,5,5,3,3,3,3,1,3,1,3,2,3,8,0,1,3,3,3,0,0
2534,4,3,3,5,5,3,3,4,2,2,5,3,5,5,3,8,0,2,3,3,3,0,0
1273,4,3,3,5,6,3,3,3,3,1,4,2,3,4,3,8,2,1,3,3,3,0,0
219,4,3,3,5,4,3,3,3,3,2,4,1,5,5,3,8,0,1,3,3,3,0,0
133,4,3,3,6,6,3,3,3,3,3,4,2,5,5,3,8,4,2,3,3,3,0,0
38,4,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
2408,4,3,3,9,5,4,3,5,4,1,6,1,5,5,5,8,4,3,3,3,3,0,0
1575,3,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,4,2,3,3,3,0,0
1671,4,3,3,4,7,3,4,3,3,1,5,1,5,5,3,8,0,1,2,3,3,0,2
2000,4,3,3,6,7,3,4,3,3,2,2,1,4,4,4,8,0,1,3,3,3,0,0
2621,4,3,3,4,4,3,3,3,3,1,1,1,3,4,3,8,0,0,0,0,3,0,0
1996,4,3,3,6,4,3,3,3,3,2,1,1,3,5,2,8,0,1,2,3,1,0,0
1976,4,3,3,6,6,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
1861,3,3,3,8,5,4,3,4,3,4,5,3,4,5,4,8,4,2,3,3,3,0,0
1600,4,3,3,6,9,3,4,3,3,1,6,1,5,5,3,8,0,0,0,0,3,0,0
298,3,3,3,7,6,3,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
875,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,2,3,3,3,0,0
1205,3,3,3,5,5,3,3,0,0,0,0,0,3,5,3,8,0,2,3,3,3,0,2
763,4,3,3,5,5,3,3,4,4,4,6,1,3,5,3,8,0,0,0,0,3,0,0
512,3,3,3,8,5,4,3,5,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
592,4,3,3,7,5,4,3,5,3,1,2,6,5,5,4,4,3,3,3,3,3,0,0
1255,4,3,3,4,6,3,3,0,0,0,0,0,3,5,3,8,0,1,2,3,1,0,4
355,3,3,3,7,5,3,3,4,3,1,1,1,4,5,3,8,3,3,3,3,3,0,0
1676,4,3,3,6,6,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
2599,4,3,3,3,3,3,2,3,3,2,1,1,2,2,3,8,0,1,2,3,1,0,0
312,3,3,3,7,5,4,3,5,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1124,4,3,3,7,5,4,3,4,3,1,6,1,4,5,4,8,0,2,3,3,3,0,0
1702,2,3,3,10,5,5,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2434,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,4,3,3,3,3,0,0
1432,4,3,2,5,7,3,3,4,3,1,6,1,5,5,3,8,0,1,3,3,3,0,0
689,3,3,3,5,7,3,4,4,3,3,6,1,4,5,4,8,0,1,3,3,3,0,0
1349,3,3,3,6,8,3,3,2,2,2,1,1,5,5,3,8,0,3,3,2,3,0,0
1759,3,3,3,6,5,3,3,4,3,1,6,1,5,5,3,8,3,2,3,3,3,0,0
893,4,3,3,6,5,3,3,4,3,4,6,1,4,5,3,8,0,3,3,3,3,0,0
944,4,3,3,4,6,3,3,3,3,1,1,1,2,2,3,8,0,1,3,3,1,0,0
2109,3,3,3,7,5,4,3,4,3,2,6,1,5,5,4,8,0,2,3,3,3,0,0
316,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,3,3,3,3,0,0
2529,4,3,3,6,5,3,3,3,3,1,3,1,4,5,3,6,3,2,3,3,3,0,0
1448,3,3,2,6,6,3,3,4,4,4,6,2,3,5,3,8,0,1,3,2,3,0,3
871,4,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
142,3,3,3,5,5,3,3,3,3,1,3,1,4,5,4,8,4,2,3,3,3,0,0
1515,4,3,3,3,3,3,3,3,3,1,4,1,3,3,3,8,0,0,0,0,1,0,0
1970,4,3,2,6,8,3,3,3,3,4,4,3,4,5,4,8,2,2,3,3,3,0,1
572,4,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
2200,4,3,3,6,7,3,3,3,3,1,4,1,4,5,3,8,4,1,3,3,2,0,0
2147,4,3,3,7,5,4,3,3,3,4,6,1,5,5,4,8,3,2,3,3,3,0,0
249,4,3,3,6,6,3,3,4,3,3,6,1,5,5,4,8,0,1,3,3,3,0,0
162,4,3,3,6,8,3,3,3,3,1,5,3,3,5,3,8,0,1,3,3,3,0,2
664,4,3,3,4,6,2,3,3,3,1,5,3,5,5,3,8,0,3,3,3,3,0,0
1516,4,3,3,5,6,3,2,3,2,1,3,1,5,5,2,8,0,0,0,0,1,0,0
16,2,3,2,8,5,5,3,4,3,4,5,1,5,5,5,5,4,3,3,3,3,0,0
1808,4,3,3,7,5,4,3,4,4,1,1,1,5,5,4,8,0,0,0,0,3,0,0
425,3,3,3,9,5,4,3,5,3,1,6,1,5,5,5,8,5,3,3,3,3,0,0
1372,4,3,3,5,6,4,3,3,3,1,1,1,4,5,3,8,0,1,3,3,3,0,0
2495,3,3,3,5,6,3,3,3,3,1,4,2,3,5,3,8,0,1,3,3,3,0,3
661,4,3,3,4,5,3,3,3,3,1,1,1,3,5,4,6,3,1,3,3,3,0,0
1301,4,3,3,5,7,3,3,3,3,1,6,5,5,5,4,8,0,1,3,3,3,0,2
396,3,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,2,3,3,3,0,0
2663,3,3,3,7,6,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,3,0,0
50,3,3,3,8,5,4,3,4,3,2,6,1,5,5,4,8,4,2,3,3,3,0,0
886,4,3,3,5,7,3,4,3,3,1,4,1,5,5,3,8,0,3,3,3,3,0,3
696,4,3,3,5,6,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
2454,3,3,3,8,5,4,3,4,3,1,2,6,5,5,4,8,3,3,3,3,3,0,0
2106,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,3,3,3,3,0,0
353,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
441,3,3,3,9,5,4,3,5,4,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2270,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,5,3,3,3,3,0,0
1924,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,4,2,3,3,3,0,0
1402,3,3,1,7,7,3,3,4,3,4,2,6,5,5,3,5,3,1,3,3,3,0,0
1070,3,3,3,9,5,5,3,4,3,1,6,1,5,5,5,8,4,3,3,3,3,0,0
2696,4,3,3,3,4,3,3,3,2,1,1,1,2,5,3,8,4,1,3,2,2,0,0
1840,2,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1562,3,3,2,7,5,4,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
2426,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
1162,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
