Id,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Overall Qual,Exter Qual,Bsmt Qual,Kitchen Qual,Year Built,Full Bath,TotRms AbvGrd,Garage Cars,Grla_tbsf,ovl_ext,ovl_area
2703,0.0,1032,1032,260.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,1935,1,6,1.0,0.0,15,5160
1306,448.0,1588,1588,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,1949,2,6,0.0,711424.0,9,4764
2102,1316.0,1316,1316,440.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2007,2,6,2.0,1731856.0,28,9212
1784,1528.0,1528,1528,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2007,3,6,2.0,2334784.0,28,10696
941,760.0,928,2168,576.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1900,2,11,2.0,1647680.0,15,10840
2699,806.0,1081,1422,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1951,1,7,1.0,1146132.0,15,7110
2127,990.0,990,990,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,1994,1,5,0.0,980100.0,12,3960
2607,1088.0,1324,1324,440.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1965,2,6,2.0,1440512.0,18,7944
1754,924.0,948,1690,463.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,2000,2,7,2.0,1561560.0,18,10140
1367,825.0,825,825,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,3,1955,1,4,2.0,680625.0,15,4125
580,727.0,829,1556,441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1968,1,8,2.0,1131212.0,18,9336
341,1152.0,1152,1797,616.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,1993,2,7,2.0,2070144.0,24,10782
26,1056.0,1056,1056,304.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1968,1,6,1.0,1115136.0,15,5280
2667,1107.0,1518,3608,840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,4,3,5,1892,2,12,3.0,3994056.0,40,36080
2884,1573.0,1778,1778,495.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,5,2005,2,5,2.0,2796794.0,32,14224
28,864.0,864,864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1971,1,5,0.0,746496.0,12,3456
531,1221.0,1221,1221,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2004,2,6,2.0,1490841.0,28,8547
2189,660.0,740,865,216.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1920,1,4,1.0,570900.0,18,5190
2508,600.0,520,1223,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2005,2,4,2.0,733800.0,28,8561
573,691.0,713,1452,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,1999,2,6,2.0,1003332.0,28,10164
1363,880.0,880,1308,400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1915,2,6,2.0,1151040.0,15,6540
487,384.0,744,1374,400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2004,2,7,2.0,527616.0,28,9618
1083,1346.0,1504,1504,437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2005,2,7,2.0,2024384.0,28,10528
1620,384.0,754,1384,390.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1997,2,7,2.0,531456.0,18,8304
1929,1204.0,1411,1411,310.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1955,1,7,1.0,1698844.0,15,7055
1820,970.0,970,970,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1963,1,5,2.0,940900.0,15,4850
1398,864.0,904,904,912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,4,4,1970,1,5,3.0,781056.0,15,4520
2177,0.0,1100,2233,579.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,1979,2,11,2.0,0.0,15,11165
2144,385.0,875,875,728.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1972,1,5,2.0,336875.0,12,3500
2697,520.0,520,754,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1935,1,5,0.0,392080.0,18,4524
1403,1364.0,1663,1663,529.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,1954,1,6,2.0,2268332.0,12,6652
596,925.0,925,925,429.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1965,1,5,1.0,855625.0,15,4625
922,728.0,976,1308,256.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,1940,1,7,1.0,952224.0,20,6540
2065,1240.0,1375,1375,323.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1956,1,6,1.0,1705000.0,15,6875
1710,1317.0,1217,2385,818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,5,4,2003,2,7,3.0,3141045.0,32,19080
1034,896.0,896,1792,480.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1974,2,8,2.0,1605632.0,15,8960
1057,2418.0,2464,2464,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,5,5,2007,2,9,3.0,5957952.0,32,19712
470,1386.0,1569,1569,660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2007,2,7,3.0,2174634.0,28,10983
819,1555.0,1680,1680,1138.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,5,2009,1,8,3.0,2612400.0,45,15120
2160,1337.0,1337,1337,531.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2003,2,6,2.0,1787569.0,28,9359
2552,816.0,816,816,240.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1934,1,4,1.0,665856.0,18,4896
41,1541.0,1541,1541,532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,4,4,2005,2,7,2.0,2374681.0,28,10787
742,884.0,989,1573,240.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1935,1,6,1.0,1390532.0,12,6292
686,832.0,832,1461,384.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1949,2,6,1.0,1215552.0,12,5844
314,1958.0,2048,2048,776.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1976,3,9,2.0,4009984.0,18,12288
1630,903.0,910,1642,392.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1993,2,7,2.0,1482726.0,18,9852
191,738.0,868,1470,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,2,3,1922,1,6,2.0,1084860.0,18,8820
1626,938.0,957,2299,482.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1999,3,7,2.0,2156462.0,18,13794
59,884.0,884,2035,434.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2001,2,8,2.0,1798940.0,28,14245
2632,925.0,999,999,300.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1962,1,6,1.0,924075.0,15,4995
1835,1378.0,1378,1378,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,4,4,2004,2,6,2.0,1898884.0,32,11024
2675,793.0,793,1118,410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,3,1939,1,5,2.0,886574.0,15,5590
1503,1440.0,1440,1440,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1955,2,8,0.0,2073600.0,12,5760
1963,1010.0,1134,1134,254.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1960,1,6,1.0,1145340.0,15,5670
1352,833.0,1053,1848,370.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1923,1,8,2.0,1539384.0,18,11088
1519,1181.0,1390,1694,576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,3,3,1925,2,7,2.0,2000614.0,18,10164
1305,901.0,901,901,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,3,1954,1,4,1.0,811801.0,12,3604
2014,861.0,861,1409,528.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1938,1,6,2.0,1213149.0,18,8454
1,1080.0,1656,1656,528.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1960,1,7,2.0,1788480.0,18,9936
1052,1682.0,1742,2332,846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,5,5,2007,2,9,3.0,3922424.0,50,23320
622,1113.0,1113,1113,264.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,1950,1,5,1.0,1238769.0,20,5565
913,816.0,1232,1232,440.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,1916,1,6,2.0,1005312.0,24,7392
1058,1950.0,1950,1950,706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,2007,2,7,3.0,3802500.0,45,17550
2348,1845.0,1872,1872,604.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,4,3,1988,2,6,2.0,3453840.0,21,13104
1527,676.0,676,1264,400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1914,1,6,2.0,854464.0,18,7584
1011,1168.0,1168,2500,683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,5,5,2005,3,9,3.0,2920000.0,32,20000
1332,784.0,784,784,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1924,1,5,0.0,614656.0,15,3920
709,0.0,612,612,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,3,1940,1,4,1.0,0.0,6,1224
209,1032.0,1207,2403,349.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,1940,2,10,1.0,2479896.0,21,16821
619,1416.0,1644,1644,418.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1953,1,7,2.0,2327904.0,18,9864
2150,860.0,860,1729,542.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2002,2,7,2.0,1486940.0,28,12103
2704,830.0,879,879,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,3,3,1936,1,4,1.0,729570.0,15,4395
2839,864.0,864,864,572.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1955,1,5,2.0,746496.0,15,4320
1242,1196.0,1196,1196,297.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1956,1,6,1.0,1430416.0,18,7176
2714,672.0,672,1400,440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,3,1978,1,6,2.0,940800.0,18,8400
799,755.0,755,1510,296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1940,1,7,1.0,1140050.0,12,6040
1260,0.0,694,1294,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,3,1900,2,7,0.0,0.0,12,5176
2107,1240.0,1240,1240,826.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2006,2,5,3.0,1537600.0,28,8680
2486,988.0,988,988,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1962,1,6,2.0,976144.0,15,4940
1911,1560.0,1560,1560,792.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1968,2,8,3.0,2433600.0,15,7800
896,1078.0,1368,1368,195.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,1950,1,6,1.0,1474704.0,15,6840
272,1473.0,1484,1484,606.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2004,2,7,2.0,2185932.0,28,10388
2521,1226.0,1226,1226,484.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,1980,1,4,2.0,1503076.0,32,9808
2324,1160.0,1169,1169,402.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1993,2,6,2.0,1356040.0,18,7014
1953,725.0,1035,1651,276.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,1963,2,6,1.0,1196975.0,21,11557
887,816.0,816,816,288.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1938,1,3,1.0,665856.0,12,3264
1479,1564.0,1564,1564,814.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2007,2,6,3.0,2446096.0,28,10948
1317,482.0,1221,1912,672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,2,3,1905,2,7,2.0,921584.0,18,11472
1750,1510.0,1525,1525,534.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2006,2,6,2.0,2302750.0,28,10675
2815,728.0,728,1456,390.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2005,2,8,2.0,1059968.0,24,8736
2692,396.0,665,1330,390.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,1910,1,7,1.0,526680.0,10,6650
1090,840.0,840,1720,400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2002,2,7,2.0,1444800.0,28,12040
1912,793.0,1280,1280,432.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1966,2,6,2.0,1015040.0,15,6400
1634,1166.0,1179,1179,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,4,3,1988,2,5,2.0,1374714.0,32,9432
1974,850.0,960,960,576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,3,3,1926,1,5,2.0,816000.0,20,4800
1764,2633.0,2633,2633,804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,5,5,2001,2,8,3.0,6932689.0,50,26330
634,988.0,988,988,297.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,1959,2,6,1.0,976144.0,24,5928
1683,1061.0,1055,1055,319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,1978,2,4,1.0,1119355.0,21,7385
2199,1290.0,1422,1422,352.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1926,1,6,1.0,1834380.0,15,7110
2789,630.0,630,1320,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1993,2,5,2.0,831600.0,18,7920
1018,1675.0,1688,1688,528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,4,5,1988,2,6,2.0,2827400.0,28,11816
14,1300.0,1341,1341,506.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,1990,1,5,2.0,1743300.0,21,9387
2782,911.0,954,954,576.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1976,1,6,2.0,869094.0,15,4770
2626,0.0,1040,1040,400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1949,2,6,2.0,0.0,9,3120
1175,858.0,872,1789,546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,3,3,2001,2,7,2.0,1534962.0,21,12523
1232,1319.0,1537,1537,462.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,1962,1,7,2.0,2027303.0,24,9222
2590,884.0,884,884,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1951,1,4,1.0,781456.0,15,4420
2463,1489.0,1489,1489,776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,4,4,2006,2,7,2.0,2217121.0,32,11912
2358,1040.0,1309,1309,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1974,1,5,2.0,1361360.0,18,7854
2911,942.0,1291,2521,576.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1973,2,10,2.0,2374782.0,18,15126
1699,1626.0,1634,1634,866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,4,4,2006,2,7,3.0,2656884.0,32,13072
115,980.0,980,1714,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,4,3,1988,2,7,2.0,1679720.0,21,11998
1998,819.0,1312,2454,576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,3,3,1879,2,8,2.0,2009826.0,21,17178
589,1216.0,1216,1216,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1969,1,5,1.0,1478656.0,18,7296
1641,1419.0,1419,1419,567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,4,4,2007,2,7,2.0,2013561.0,32,11352
2821,945.0,980,980,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1975,2,4,0.0,926100.0,18,5880
1846,756.0,769,1573,440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,4,4,2000,2,4,2.0,1189188.0,24,9438
1805,1158.0,1158,2443,744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,4,4,2004,2,9,3.0,2828994.0,24,14658
1853,1220.0,1220,2362,1105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,5,4,1998,2,8,2.0,2881640.0,32,18896
1321,1237.0,1521,2775,880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,3,4,1893,3,9,2.0,3432675.0,50,27750
564,2014.0,2014,2014,864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,4,1980,2,6,3.0,4056196.0,32,16112
1771,1203.0,1214,2520,721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,4,4,1995,2,9,3.0,3031560.0,28,17640
90,1208.0,1494,1494,461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,3,1974,2,7,2.0,1804752.0,18,8964
2684,616.0,616,616,205.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1921,1,4,1.0,379456.0,15,3080
13,789.0,789,1465,393.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1998,2,7,2.0,1155885.0,18,8790
445,3206.0,1629,1629,880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,4,4,2003,2,7,3.0,5222574.0,32,13032
1914,912.0,912,912,275.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1958,1,5,1.0,831744.0,15,4560
2811,1552.0,1552,1552,782.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2005,2,7,3.0,2408704.0,28,10864
850,1413.0,1430,1430,605.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2001,2,6,2.0,2020590.0,28,10010
1844,729.0,729,1458,440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,4,3,1999,2,5,2.0,1062882.0,18,8748
2225,1488.0,1488,1488,552.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1968,2,7,2.0,2214144.0,18,8928
1477,770.0,770,1582,520.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2004,2,6,2.0,1218140.0,28,11074
399,864.0,864,864,660.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1970,1,5,2.0,746496.0,12,3456
2431,732.0,734,1838,372.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,2005,2,7,2.0,1345416.0,20,9190
1605,816.0,816,816,264.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,1982,1,5,1.0,665856.0,20,4080
897,0.0,1088,1529,240.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,1945,2,9,1.0,0.0,12,6116
1426,2271.0,2276,2276,1348.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,5,2008,2,7,3.0,5168796.0,36,20484
2240,961.0,1077,1077,338.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,1920,1,6,1.0,1034997.0,15,5385
1706,1582.0,1610,2161,789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,5,5,2007,1,8,3.0,3418702.0,32,17288
2252,1409.0,1409,1409,576.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2002,1,4,2.0,1985281.0,28,9863
